	p_val	avg_log2FC	pct.1	pct.2	p_val_adj
qki2	0.000390857603732581	0.812800874054588	0.645	0.362	1
plch1	0.000395798342239226	-0.624511099201736	0.903	0.989	1
p4ha2	0.000401088646121464	0.368445813241065	0.323	0.074	1
babam2	0.000403175131730542	-0.737048552967925	0.161	0.511	1
kctd5a	0.000403656439063523	-0.66410727354753	0.226	0.574	1
cfdp1	0.000403873163130577	-0.708360164848867	0.29	0.649	1
rbms1a	0.000412524961012525	0.568449648788008	0.613	0.266	1
mapk1	0.000414783444716949	-0.640615558213033	0.065	0.404	1
prpf4bb	0.000415954747952003	-0.594623441114381	0.194	0.553	1
si:ch211-281l24.3	0.000420609384276397	-0.848365575832083	0.194	0.511	1
usp4	0.000427354370396941	-0.508131915487407	0.032	0.362	1
nat8l	0.0004280514522118	-0.691161904553081	0.387	0.691	1
gphna	0.000429779370691771	-0.528890475654204	0.032	0.362	1
elavl3	0.000435380805339932	0.863426947124556	0.355	0.096	1
adarb1b	0.000437822341135098	-0.709947579321388	0.581	0.862	1
kcnh6a	0.000438331838800146	0.29373120305671	0.129	0	1
myl9b	0.000438331838800146	0.255257055242075	0.129	0	1
si:ch73-361p23.3	0.000438331838800146	0.255257055242075	0.129	0	1
nfatc2b	0.000438619668738024	0.29373120305671	0.129	0	1
mapk8a	0.000439553241963427	-0.564945190655899	0.097	0.457	1
unkl	0.000440128446478281	-0.635495722529909	0.161	0.521	1
tjap1	0.00044038508266372	-0.641968296278282	0.258	0.606	1
lrpprc	0.000460054278237929	-0.599906109195069	0.355	0.702	1
zfand4	0.000460226028760345	-0.641365204912617	0.097	0.457	1
nnt	0.00046868312269716	-0.617198893781864	0.258	0.617	1
rasal2	0.000469968917855411	-0.652778541595974	0.903	0.989	1
lrrc8c	0.000477195334644862	-0.478834149859813	0	0.309	1
dek	0.000479719108074073	-0.619052595995349	0.129	0.468	1
pum2	0.000493400489775046	-0.542565412551281	0.097	0.457	1
zgc:173552.3	0.00050273494523823	0.47701012578548	0.548	0.234	1
robo3	0.000511754549622926	-0.778119081962968	0.387	0.734	1
kif13ba	0.000512515814269851	-0.680563772540294	0.323	0.691	1
sox13	0.000514373680613204	-0.697288007349923	0.968	0.979	1
slc35d1a	0.000515485070927142	-0.521597983087848	0.097	0.436	1
her12	0.000521768541230032	-0.869092742010458	0.194	0.532	1
tmc5	0.000527102944191659	0.543809012924395	0.355	0.096	1
srsf4	0.000528431514875135	-0.617198893781864	0.29	0.628	1
syvn1	0.000529536777271597	0.358031703721718	0.226	0.032	1
arhgap12b	0.000530643686873205	-0.761375818128391	0.419	0.681	1
arhgap35a	0.000534250567132561	-0.562974744129388	0.742	0.979	1
hdgfl2	0.000534825650205207	-0.573436914607466	0.226	0.596	1
tardbp	0.000541530611808945	-0.541381419837401	0.323	0.702	1
ralgps2	0.000544126784586215	-0.643061495573515	0.645	0.83	1
epha4a	0.000548032930451224	-0.954196310386875	0.129	0.479	1
si:ch211-214j24.10	0.000564428224584457	0.467942245267112	0.484	0.191	1
hax1	0.000564803178350308	0.285881917965883	0.226	0.032	1
sin3b	0.000572673978205087	-0.564945190655899	0.097	0.447	1
morc2	0.000573170648990682	-0.535384237739705	0.161	0.521	1
